date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:24:49	302308/302308	---M-Z	200	added ('OK')	text/html	etag:%2249ce4-6258aae5e2af1-gzip%22	https://themesbrand.com/velzon/html/default/index.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/index.html	(from )
16:24:49	24/24	---M--	200	added ('OK')	text/plain	etag:%2218-607430e6e63c6%22	https://themesbrand.com/robots.txt		(from )
16:24:49	113853/113853	---M--	200	added ('OK')	image/vnd.microsoft.icon	etag:%221bcbd-6074310184bab%22	https://themesbrand.com/velzon/html/default/assets/images/favicon.ico	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/assets/images/favicon.ico	(from https://themesbrand.com/velzon/html/default/index.html)
16:24:50	2139/2139	---M-Z	200	added ('OK')	text/css	etag:%2285b-6258aae5bd924-gzip%22	https://themesbrand.com/velzon/html/default/assets/libs/jsvectormap/jsvectormap.min.css	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/assets/libs/jsvectormap/jsvectormap.min.css	(from https://themesbrand.com/velzon/html/default/index.html)
16:24:50	18459/18459	---M-Z	200	added ('OK')	text/css	etag:%22481b-6258aae5c8507-gzip%22	https://themesbrand.com/velzon/html/default/assets/libs/swiper/swiper-bundle.min.css	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/assets/libs/swiper/swiper-bundle.min.css	(from https://themesbrand.com/velzon/html/default/index.html)
16:24:50	1237/1237	---M-Z	200	added ('OK')	application/javascript	etag:%224d5-60743101964eb-gzip%22	https://themesbrand.com/velzon/html/default/assets/js/layout.js	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/assets/js/layout.js	(from https://themesbrand.com/velzon/html/default/index.html)
16:24:50	282222/282222	---M-Z	200	added ('OK')	text/css	etag:%2244e6e-6258aae52536e-gzip%22	https://themesbrand.com/velzon/html/default/assets/css/bootstrap.min.css	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/assets/css/bootstrap.min.css	(from https://themesbrand.com/velzon/html/default/index.html)
16:24:50	620111/620111	---MCZ	200	added ('OK')	text/css	etag:%229764f-6258aae52630f-gzip%22	https://themesbrand.com/velzon/html/default/assets/css/icons.min.css	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/assets/css/icons.min.css	(from https://themesbrand.com/velzon/html/default/index.html)
16:24:51	339890/339890	---M-Z	200	added ('OK')	text/css	etag:%2252fb2-6258aae5243ce-gzip%22	https://themesbrand.com/velzon/html/default/assets/css/app.min.css	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/assets/css/app.min.css	(from https://themesbrand.com/velzon/html/default/index.html)
16:24:51	44/44	---M--	200	added ('OK')	text/css	etag:%222c-60743101676ea%22	https://themesbrand.com/velzon/html/default/assets/css/custom.min.css	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/assets/css/custom.min.css	(from https://themesbrand.com/velzon/html/default/index.html)
16:24:51	7222/7222	---M--	200	added ('OK')	image/png	etag:%221c36-607431018c8ab%22	https://themesbrand.com/velzon/html/default/assets/images/logo-sm.png	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/assets/images/logo-sm.png	(from https://themesbrand.com/velzon/html/default/index.html)
16:24:51	3960/3960	---M--	200	added ('OK')	image/png	etag:%22f78-607431018c8ab%22	https://themesbrand.com/velzon/html/default/assets/images/logo-dark.png	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/assets/images/logo-dark.png	(from https://themesbrand.com/velzon/html/default/index.html)
16:24:52	3722/3722	---M--	200	added ('OK')	image/png	etag:%22e8a-607431018c8ab%22	https://themesbrand.com/velzon/html/default/assets/images/logo-light.png	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/assets/images/logo-light.png	(from https://themesbrand.com/velzon/html/default/index.html)
16:24:52	17336/17336	---M--	200	added ('OK')	image/jpeg	etag:%2243b8-60743101964eb%22	https://themesbrand.com/velzon/html/default/assets/images/users/avatar-2.jpg	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/assets/images/users/avatar-2.jpg	(from https://themesbrand.com/velzon/html/default/index.html)
16:24:52	11267/11267	---M--	200	added ('OK')	image/jpeg	etag:%222c03-60743101964eb%22	https://themesbrand.com/velzon/html/default/assets/images/users/avatar-3.jpg	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/assets/images/users/avatar-3.jpg	(from https://themesbrand.com/velzon/html/default/index.html)
16:24:52	11561/11561	---M--	200	added ('OK')	image/jpeg	etag:%222d29-60743101964eb%22	https://themesbrand.com/velzon/html/default/assets/images/users/avatar-5.jpg	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/assets/images/users/avatar-5.jpg	(from https://themesbrand.com/velzon/html/default/index.html)
16:24:53	300718/300718	---M-Z	200	added ('OK')	text/html	etag:%22496ae-6258aae5e9853-gzip%22	https://themesbrand.com/velzon/html/default/pages-search-results.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/pages-search-results.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:24:53	16289/16289	---M--	200	added ('OK')	image/svg+xml	etag:%223fa1-607431018a96b%22	https://themesbrand.com/velzon/html/default/assets/images/flags/us.svg	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/assets/images/flags/us.svg	(from https://themesbrand.com/velzon/html/default/index.html)
16:24:53	5913/5913	---M--	200	added ('OK')	image/svg+xml	etag:%221719-60743101899cb%22	https://themesbrand.com/velzon/html/default/assets/images/flags/spain.svg	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/assets/images/flags/spain.svg	(from https://themesbrand.com/velzon/html/default/index.html)
16:24:53	690/690	---M--	200	added ('OK')	image/svg+xml	etag:%222b2-6074310187a8b%22	https://themesbrand.com/velzon/html/default/assets/images/flags/germany.svg	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/assets/images/flags/germany.svg	(from https://themesbrand.com/velzon/html/default/index.html)
16:24:53	690/690	---M--	200	added ('OK')	image/svg+xml	etag:%222b2-6074310187a8b%22	https://themesbrand.com/velzon/html/default/assets/images/flags/italy.svg	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/assets/images/flags/italy.svg	(from https://themesbrand.com/velzon/html/default/index.html)
16:24:54	702/702	---M--	200	added ('OK')	image/svg+xml	etag:%222be-60743101899cb%22	https://themesbrand.com/velzon/html/default/assets/images/flags/russia.svg	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/assets/images/flags/russia.svg	(from https://themesbrand.com/velzon/html/default/index.html)
16:24:54	2483/2483	---M--	200	added ('OK')	image/svg+xml	etag:%229b3-6074310185b4b%22	https://themesbrand.com/velzon/html/default/assets/images/flags/china.svg	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/assets/images/flags/china.svg	(from https://themesbrand.com/velzon/html/default/index.html)
16:24:54	428/428	---M--	200	added ('OK')	image/svg+xml	etag:%221ac-6074310186aeb%22	https://themesbrand.com/velzon/html/default/assets/images/flags/french.svg	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/assets/images/flags/french.svg	(from https://themesbrand.com/velzon/html/default/index.html)
16:24:54	259/259	---M--	200	added ('OK')	image/svg+xml	etag:%22103-6074310185b4b%22	https://themesbrand.com/velzon/html/default/assets/images/flags/ae.svg	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/assets/images/flags/ae.svg	(from https://themesbrand.com/velzon/html/default/index.html)
16:24:55	1454/1454	---M--	200	added ('OK')	image/png	etag:%225ae-6074310183c0b%22	https://themesbrand.com/velzon/html/default/assets/images/brands/github.png	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/assets/images/brands/github.png	(from https://themesbrand.com/velzon/html/default/index.html)
16:24:55	701/701	---M--	200	added ('OK')	image/png	etag:%222bd-6074310183c0b%22	https://themesbrand.com/velzon/html/default/assets/images/brands/bitbucket.png	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/assets/images/brands/bitbucket.png	(from https://themesbrand.com/velzon/html/default/index.html)
16:24:55	911/911	---M--	200	added ('OK')	image/png	etag:%2238f-6074310183c0b%22	https://themesbrand.com/velzon/html/default/assets/images/brands/dribbble.png	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/assets/images/brands/dribbble.png	(from https://themesbrand.com/velzon/html/default/index.html)
16:24:55	772/772	---M--	200	added ('OK')	image/png	etag:%22304-6074310183c0b%22	https://themesbrand.com/velzon/html/default/assets/images/brands/dropbox.png	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/assets/images/brands/dropbox.png	(from https://themesbrand.com/velzon/html/default/index.html)
16:24:56	1428/1428	---M--	200	added ('OK')	image/png	etag:%22594-6074310183c0b%22	https://themesbrand.com/velzon/html/default/assets/images/brands/mail_chimp.png	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/assets/images/brands/mail_chimp.png	(from https://themesbrand.com/velzon/html/default/index.html)
16:24:56	2691/2691	---M--	200	added ('OK')	image/png	etag:%22a83-6074310183c0b%22	https://themesbrand.com/velzon/html/default/assets/images/brands/slack.png	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/assets/images/brands/slack.png	(from https://themesbrand.com/velzon/html/default/index.html)
16:24:56	223809/223809	---M-Z	200	added ('OK')	text/html	etag:%2236a41-6258aae51884a-gzip%22	https://themesbrand.com/velzon/html/default/apps-ecommerce-products.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/apps-ecommerce-products.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:24:56	62563/62563	---M--	200	added ('OK')	image/png	etag:%22f463-607431018e7eb%22	https://themesbrand.com/velzon/html/default/assets/images/products/img-1.png	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/assets/images/products/img-1.png	(from https://themesbrand.com/velzon/html/default/index.html)
16:24:57	250403/250403	---M-Z	200	added ('OK')	text/html	etag:%223d223-6258aae51884a-gzip%22	https://themesbrand.com/velzon/html/default/apps-ecommerce-product-details.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/apps-ecommerce-product-details.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:24:57	54572/54572	---M--	200	added ('OK')	image/png	etag:%22d52c-607431018f78b%22	https://themesbrand.com/velzon/html/default/assets/images/products/img-2.png	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/assets/images/products/img-2.png	(from https://themesbrand.com/velzon/html/default/index.html)
16:24:57	100267/100267	---M--	200	added ('OK')	image/png	etag:%22187ab-607431018f78b%22	https://themesbrand.com/velzon/html/default/assets/images/products/img-3.png	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/assets/images/products/img-3.png	(from https://themesbrand.com/velzon/html/default/index.html)
16:24:57	73544/73544	---M--	200	added ('OK')	image/png	etag:%2211f48-607431018f78b%22	https://themesbrand.com/velzon/html/default/assets/images/products/img-6.png	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/assets/images/products/img-6.png	(from https://themesbrand.com/velzon/html/default/index.html)
16:24:58	68652/68652	---M--	200	added ('OK')	image/png	etag:%2210c2c-607431018f78b%22	https://themesbrand.com/velzon/html/default/assets/images/products/img-5.png	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/assets/images/products/img-5.png	(from https://themesbrand.com/velzon/html/default/index.html)
16:24:58	234299/234299	---M-Z	200	added ('OK')	text/html	etag:%223933b-6258aae516909-gzip%22	https://themesbrand.com/velzon/html/default/apps-ecommerce-checkout.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/apps-ecommerce-checkout.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:24:58	9460/9460	---M--	200	added ('OK')	image/jpeg	etag:%2224f4-60743101964eb%22	https://themesbrand.com/velzon/html/default/assets/images/users/avatar-8.jpg	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/assets/images/users/avatar-8.jpg	(from https://themesbrand.com/velzon/html/default/index.html)
16:24:58	11948/11948	---M--	200	added ('OK')	image/jpeg	etag:%222eac-60743101964eb%22	https://themesbrand.com/velzon/html/default/assets/images/users/avatar-6.jpg	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/assets/images/users/avatar-6.jpg	(from https://themesbrand.com/velzon/html/default/index.html)
16:24:58	9022/9022	---M--	200	added ('OK')	image/jpeg	etag:%22233e-60743101964eb%22	https://themesbrand.com/velzon/html/default/assets/images/users/avatar-1.jpg	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/assets/images/users/avatar-1.jpg	(from https://themesbrand.com/velzon/html/default/index.html)
16:24:59	415835/415835	---M-Z	200	added ('OK')	text/html	etag:%226585b-6258aae5e9853-gzip%22	https://themesbrand.com/velzon/html/default/pages-profile.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/pages-profile.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:24:59	233865/233865	---M-Z	200	added ('OK')	text/html	etag:%2239189-6258aae512a88-gzip%22	https://themesbrand.com/velzon/html/default/apps-chat.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/apps-chat.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:24:59	297649/297649	---M-Z	200	added ('OK')	text/html	etag:%2248ab1-6258aae5214ed-gzip%22	https://themesbrand.com/velzon/html/default/apps-tasks-kanban.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/apps-tasks-kanban.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:24:59	214819/214819	---M-Z	200	added ('OK')	text/html	etag:%2234723-6258aae5e6972-gzip%22	https://themesbrand.com/velzon/html/default/pages-faqs.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/pages-faqs.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:25:00	243082/243082	---M-Z	200	added ('OK')	text/html	etag:%223b58a-6258aae5e88b3-gzip%22	https://themesbrand.com/velzon/html/default/pages-profile-settings.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/pages-profile-settings.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:25:00	5919/5919	---M-Z	200	added ('OK')	text/html	etag:%22171f-607431021542e-gzip%22	https://themesbrand.com/velzon/html/default/auth-lockscreen-basic.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/auth-lockscreen-basic.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:25:00	5011/5011	---M-Z	200	added ('OK')	text/html	etag:%221393-607431021542e-gzip%22	https://themesbrand.com/velzon/html/default/auth-logout-basic.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/auth-logout-basic.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:25:00	234186/234186	---M-Z	200	added ('OK')	text/html	etag:%22392ca-6258aae5d5fcc-gzip%22	https://themesbrand.com/velzon/html/default/dashboard-analytics.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/dashboard-analytics.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:25:01	249479/249479	---M-Z	200	added ('OK')	text/html	etag:%223ce87-6258aae5d7f0d-gzip%22	https://themesbrand.com/velzon/html/default/dashboard-crm.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/dashboard-crm.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:25:01	285820/285820	---M-Z	200	added ('OK')	text/html	etag:%2245c7c-6258aae5d7f0d-gzip%22	https://themesbrand.com/velzon/html/default/dashboard-crypto.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/dashboard-crypto.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:25:01	283248/283248	---M-Z	200	added ('OK')	text/html	etag:%2245270-6258aae5d7f0d-gzip%22	https://themesbrand.com/velzon/html/default/dashboard-projects.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/dashboard-projects.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:25:01	280294/280294	---M-Z	200	added ('OK')	text/html	etag:%22446e6-6258aae5d7f0d-gzip%22	https://themesbrand.com/velzon/html/default/dashboard-nft.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/dashboard-nft.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:25:02	277606/277606	---M-Z	200	added ('OK')	text/html	etag:%2243c66-6258aae5d7f0d-gzip%22	https://themesbrand.com/velzon/html/default/dashboard-job.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/dashboard-job.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:25:02	229548/229548	---M-Z	200	added ('OK')	text/html	etag:%22380ac-6258aae5d6f6c-gzip%22	https://themesbrand.com/velzon/html/default/dashboard-blog.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/dashboard-blog.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:25:02	210230/210230	---M-Z	200	added ('OK')	text/html	etag:%2233536-6258aae512a88-gzip%22	https://themesbrand.com/velzon/html/default/apps-calendar.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/apps-calendar.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:25:02	210256/210256	---M-Z	200	added ('OK')	text/html	etag:%2233550-6258aae512a88-gzip%22	https://themesbrand.com/velzon/html/default/apps-calendar-month-grid.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/apps-calendar-month-grid.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:25:03	247405/247405	---M-Z	200	added ('OK')	text/html	etag:%223c66d-6258aae51d66c-gzip%22	https://themesbrand.com/velzon/html/default/apps-mailbox.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/apps-mailbox.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:25:03	230610/230610	---M-Z	200	added ('OK')	text/html	etag:%22384d2-6258aae5197ea-gzip%22	https://themesbrand.com/velzon/html/default/apps-email-basic.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/apps-email-basic.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:25:03	230891/230891	---M-Z	200	added ('OK')	text/html	etag:%22385eb-6258aae5197ea-gzip%22	https://themesbrand.com/velzon/html/default/apps-email-ecommerce.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/apps-email-ecommerce.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:25:03	217425/217425	---M-Z	200	added ('OK')	text/html	etag:%2235151-6258aae516909-gzip%22	https://themesbrand.com/velzon/html/default/apps-ecommerce-add-product.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/apps-ecommerce-add-product.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:25:04	220443/220443	---M-Z	200	added ('OK')	text/html	etag:%2235d1b-6258aae5178a9-gzip%22	https://themesbrand.com/velzon/html/default/apps-ecommerce-orders.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/apps-ecommerce-orders.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:25:04	223719/223719	---M-Z	200	added ('OK')	text/html	etag:%22369e7-6258aae5178a9-gzip%22	https://themesbrand.com/velzon/html/default/apps-ecommerce-order-details.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/apps-ecommerce-order-details.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:25:04	212916/212916	---M-Z	200	added ('OK')	text/html	etag:%2233fb4-6258aae516909-gzip%22	https://themesbrand.com/velzon/html/default/apps-ecommerce-customers.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/apps-ecommerce-customers.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:25:04	212750/212750	---M-Z	200	added ('OK')	text/html	etag:%2233f0e-6258aae516909-gzip%22	https://themesbrand.com/velzon/html/default/apps-ecommerce-cart.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/apps-ecommerce-cart.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:25:04	218979/218979	---M-Z	200	added ('OK')	text/html	etag:%2235763-6258aae51884a-gzip%22	https://themesbrand.com/velzon/html/default/apps-ecommerce-sellers.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/apps-ecommerce-sellers.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:25:05	225019/225019	---M-Z	200	added ('OK')	text/html	etag:%2236efb-6258aae51884a-gzip%22	https://themesbrand.com/velzon/html/default/apps-ecommerce-seller-details.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/apps-ecommerce-seller-details.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:25:05	287521/287521	---M-Z	200	added ('OK')	text/html	etag:%2246321-6258aae52054d-gzip%22	https://themesbrand.com/velzon/html/default/apps-projects-list.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/apps-projects-list.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:25:05	355750/355750	---M-Z	200	added ('OK')	text/html	etag:%2256da6-6258aae52054d-gzip%22	https://themesbrand.com/velzon/html/default/apps-projects-overview.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/apps-projects-overview.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:25:05	217361/217361	---M-Z	200	added ('OK')	text/html	etag:%2235111-6258aae52054d-gzip%22	https://themesbrand.com/velzon/html/default/apps-projects-create.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/apps-projects-create.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:25:06	231303/231303	---M-Z	200	added ('OK')	text/html	etag:%2238787-6258aae5214ed-gzip%22	https://themesbrand.com/velzon/html/default/apps-tasks-list-view.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/apps-tasks-list-view.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:25:06	258340/258340	---M-Z	200	added ('OK')	text/html	etag:%223f124-6258aae5214ed-gzip%22	https://themesbrand.com/velzon/html/default/apps-tasks-details.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/apps-tasks-details.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:25:06	223448/223448	---M-Z	200	added ('OK')	text/html	etag:%22368d8-6258aae513a28-gzip%22	https://themesbrand.com/velzon/html/default/apps-crm-contacts.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/apps-crm-contacts.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:25:06	224943/224943	---M-Z	200	added ('OK')	text/html	etag:%2236eaf-6258aae513a28-gzip%22	https://themesbrand.com/velzon/html/default/apps-crm-companies.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/apps-crm-companies.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:25:07	334835/334835	---M-Z	200	added ('OK')	text/html	etag:%2251bf3-6258aae513a28-gzip%22	https://themesbrand.com/velzon/html/default/apps-crm-deals.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/apps-crm-deals.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:25:07	232897/232897	---M-Z	200	added ('OK')	text/html	etag:%2238dc1-6258aae513a28-gzip%22	https://themesbrand.com/velzon/html/default/apps-crm-leads.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/apps-crm-leads.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:25:07	233306/233306	---M-Z	200	added ('OK')	text/html	etag:%2238f5a-6258aae515969-gzip%22	https://themesbrand.com/velzon/html/default/apps-crypto-transactions.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/apps-crypto-transactions.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:25:07	239080/239080	---M-Z	200	added ('OK')	text/html	etag:%223a5e8-6258aae5149c8-gzip%22	https://themesbrand.com/velzon/html/default/apps-crypto-buy-sell.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/apps-crypto-buy-sell.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:25:07	224277/224277	---M-Z	200	added ('OK')	text/html	etag:%2236c15-6258aae515969-gzip%22	https://themesbrand.com/velzon/html/default/apps-crypto-orders.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/apps-crypto-orders.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:25:08	240059/240059	---M-Z	200	added ('OK')	text/html	etag:%223a9bb-6258aae515969-gzip%22	https://themesbrand.com/velzon/html/default/apps-crypto-wallet.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/apps-crypto-wallet.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:25:08	231975/231975	---M-Z	200	added ('OK')	text/html	etag:%2238a27-6258aae5149c8-gzip%22	https://themesbrand.com/velzon/html/default/apps-crypto-ico.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/apps-crypto-ico.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:25:08	219603/219603	---M-Z	200	added ('OK')	text/html	etag:%22359d3-6258aae5149c8-gzip%22	https://themesbrand.com/velzon/html/default/apps-crypto-kyc.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/apps-crypto-kyc.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:25:09	212094/212094	---M-Z	200	added ('OK')	text/html	etag:%2233c7e-6258aae51a78a-gzip%22	https://themesbrand.com/velzon/html/default/apps-invoices-list.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/apps-invoices-list.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:25:09	210154/210154	---M-Z	200	added ('OK')	text/html	etag:%22334ea-6258aae51a78a-gzip%22	https://themesbrand.com/velzon/html/default/apps-invoices-details.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/apps-invoices-details.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:25:09	223286/223286	---M-Z	200	added ('OK')	text/html	etag:%2236836-6258aae51a78a-gzip%22	https://themesbrand.com/velzon/html/default/apps-invoices-create.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/apps-invoices-create.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:25:09	219425/219425	---M-Z	200	added ('OK')	text/html	etag:%2235921-6258aae52248d-gzip%22	https://themesbrand.com/velzon/html/default/apps-tickets-list.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/apps-tickets-list.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:25:09	218464/218464	---M-Z	200	added ('OK')	text/html	etag:%2235560-6258aae52248d-gzip%22	https://themesbrand.com/velzon/html/default/apps-tickets-details.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/apps-tickets-details.html	(from https://themesbrand.com/velzon/html/default/index.html)
16:25:10	230392/230392	---M-Z	200	added ('OK')	text/html	etag:%22383f8-6258aae51f5ac-gzip%22	https://themesbrand.com/velzon/html/default/apps-nft-marketplace.html	D:/Admin%20Themes/velzon%20theme/themesbrand.com/velzon/html/default/apps-nft-marketplace.html	(from https://themesbrand.com/velzon/html/default/index.html)
